"COUNTRY","Country","DAGEGR","Age groups","DSEX","Gender","DSTATUS","Status of population","YEAR","Year","Value","Flag Codes","Flags"
"PRT","Portugal","404","4 years","1","Males","90","All population","2007","2007",58609,,
"PRT","Portugal","404","4 years","1","Males","90","All population","2008","2008",57632,,
"PRT","Portugal","404","4 years","1","Males","90","All population","2009","2009",55646,,
"PRT","Portugal","404","4 years","1","Males","90","All population","2010","2010",56287,,
"PRT","Portugal","404","4 years","1","Males","90","All population","2011","2011",53648,,
"PRT","Portugal","404","4 years","1","Males","90","All population","2012","2012",50352,,
"PRT","Portugal","404","4 years","2","Females","90","All population","2002","2002",53301,,
"PRT","Portugal","404","4 years","2","Females","90","All population","2003","2003",51030,,
"PRT","Portugal","404","4 years","2","Females","90","All population","2004","2004",54526,,
"PRT","Portugal","404","4 years","2","Females","90","All population","2005","2005",53064,,
"PRT","Portugal","404","4 years","2","Females","90","All population","2006","2006",53688,,
"PRT","Portugal","404","4 years","2","Females","90","All population","2007","2007",54533,,
"PRT","Portugal","404","4 years","2","Females","90","All population","2008","2008",53986,,
"PRT","Portugal","404","4 years","2","Females","90","All population","2009","2009",52877,,
"PRT","Portugal","404","4 years","2","Females","90","All population","2010","2010",52763,,
"PRT","Portugal","404","4 years","2","Females","90","All population","2011","2011",51377,,
"PRT","Portugal","404","4 years","2","Females","90","All population","2012","2012",48009,,
"PRT","Portugal","4099","40 years and over","1","Males","90","All population","2002","2002",2257126,,
"PRT","Portugal","4099","40 years and over","1","Males","90","All population","2003","2003",2286429,,
"PRT","Portugal","4099","40 years and over","1","Males","90","All population","2004","2004",2322905,,
"PRT","Portugal","4099","40 years and over","1","Males","90","All population","2005","2005",2361482,,
"PRT","Portugal","4099","40 years and over","1","Males","90","All population","2006","2006",2395514,,
"PRT","Portugal","4099","40 years and over","1","Males","90","All population","2007","2007",2423924,,
"PRT","Portugal","4099","40 years and over","1","Males","90","All population","2008","2008",2450912,,
"PRT","Portugal","4099","40 years and over","1","Males","90","All population","2009","2009",2477135,,
"PRT","Portugal","4099","40 years and over","1","Males","90","All population","2010","2010",2505168,,
"PRT","Portugal","4099","40 years and over","1","Males","90","All population","2011","2011",2533369,,
"PRT","Portugal","4099","40 years and over","1","Males","90","All population","2012","2012",2561243,,
"PRT","Portugal","4099","40 years and over","2","Females","90","All population","2002","2002",2659936,,
"PRT","Portugal","4099","40 years and over","2","Females","90","All population","2003","2003",2693516,,
"PRT","Portugal","4099","40 years and over","2","Females","90","All population","2004","2004",2731175,,
"PRT","Portugal","4099","40 years and over","2","Females","90","All population","2005","2005",2772823,,
"PRT","Portugal","4099","40 years and over","2","Females","90","All population","2006","2006",2808737,,
"PRT","Portugal","4099","40 years and over","2","Females","90","All population","2007","2007",2842098,,
"PRT","Portugal","4099","40 years and over","2","Females","90","All population","2008","2008",2872497,,
"PRT","Portugal","4099","40 years and over","2","Females","90","All population","2009","2009",2901034,,
"PRT","Portugal","4099","40 years and over","2","Females","90","All population","2010","2010",2929878,,
"PRT","Portugal","4099","40 years and over","2","Females","90","All population","2011","2011",2959502,,
"PRT","Portugal","4099","40 years and over","2","Females","90","All population","2012","2012",3050899,,
"PRT","Portugal","505","5 years","1","Males","90","All population","2002","2002",54347,,
"PRT","Portugal","505","5 years","1","Males","90","All population","2003","2003",52950,,
"PRT","Portugal","505","5 years","1","Males","90","All population","2004","2004",54044,,
"PRT","Portugal","505","5 years","1","Males","90","All population","2005","2005",57061,,
"PRT","Portugal","505","5 years","1","Males","90","All population","2006","2006",55921,,
"PRT","Portugal","505","5 years","1","Males","90","All population","2007","2007",57557,,
"PRT","Portugal","505","5 years","1","Males","90","All population","2008","2008",58614,,
"PRT","Portugal","505","5 years","1","Males","90","All population","2009","2009",57589,,
"PRT","Portugal","505","5 years","1","Males","90","All population","2010","2010",55673,,
"PRT","Portugal","505","5 years","1","Males","90","All population","2011","2011",56221,,
"PRT","Portugal","505","5 years","1","Males","90","All population","2012","2012",51527,,
"PRT","Portugal","505","5 years","2","Females","90","All population","2002","2002",50821,,
"PRT","Portugal","505","5 years","2","Females","90","All population","2003","2003",50931,,
"PRT","Portugal","505","5 years","2","Females","90","All population","2004","2004",51323,,
"PRT","Portugal","505","5 years","2","Females","90","All population","2005","2005",54734,,
"PRT","Portugal","505","5 years","2","Females","90","All population","2006","2006",53218,,
"PRT","Portugal","505","5 years","2","Females","90","All population","2007","2007",53851,,
"PRT","Portugal","505","5 years","2","Females","90","All population","2008","2008",54632,,
"PRT","Portugal","505","5 years","2","Females","90","All population","2009","2009",54037,,
"PRT","Portugal","505","5 years","2","Females","90","All population","2010","2010",52958,,
"PRT","Portugal","505","5 years","2","Females","90","All population","2011","2011",52766,,
"PRT","Portugal","505","5 years","2","Females","90","All population","2012","2012",49548,,
"PRT","Portugal","509","5-9 years","1","Males","90","All population","2002","2002",269984,,
"PRT","Portugal","509","5-9 years","1","Males","90","All population","2003","2003",269823,,
"PRT","Portugal","509","5-9 years","1","Males","90","All population","2004","2004",270547,,
"PRT","Portugal","509","5-9 years","1","Males","90","All population","2005","2005",274803,,
"PRT","Portugal","509","5-9 years","1","Males","90","All population","2006","2006",276487,,
"PRT","Portugal","509","5-9 years","1","Males","90","All population","2007","2007",279561,,
"PRT","Portugal","509","5-9 years","1","Males","90","All population","2008","2008",284174,,
"PRT","Portugal","509","5-9 years","1","Males","90","All population","2009","2009",286925,,
"PRT","Portugal","509","5-9 years","1","Males","90","All population","2010","2010",285311,,
"PRT","Portugal","509","5-9 years","1","Males","90","All population","2011","2011",285257,,
"PRT","Portugal","509","5-9 years","1","Males","90","All population","2012","2012",268433,,
"PRT","Portugal","509","5-9 years","2","Females","90","All population","2002","2002",258349,,
"PRT","Portugal","509","5-9 years","2","Females","90","All population","2003","2003",257244,,
"PRT","Portugal","509","5-9 years","2","Females","90","All population","2004","2004",257643,,
"PRT","Portugal","509","5-9 years","2","Females","90","All population","2005","2005",262468,,
"PRT","Portugal","509","5-9 years","2","Females","90","All population","2006","2006",264389,,
"PRT","Portugal","509","5-9 years","2","Females","90","All population","2007","2007",266354,,
"PRT","Portugal","509","5-9 years","2","Females","90","All population","2008","2008",269277,,
"PRT","Portugal","509","5-9 years","2","Females","90","All population","2009","2009",271372,,
"PRT","Portugal","509","5-9 years","2","Females","90","All population","2010","2010",269333,,
"PRT","Portugal","509","5-9 years","2","Females","90","All population","2011","2011",268510,,
"PRT","Portugal","509","5-9 years","2","Females","90","All population","2012","2012",255094,,
"PRT","Portugal","606","6 years","1","Males","90","All population","2002","2002",52012,,
"PRT","Portugal","606","6 years","1","Males","90","All population","2003","2003",53876,,
"PRT","Portugal","606","6 years","1","Males","90","All population","2004","2004",53361,,
"PRT","Portugal","606","6 years","1","Males","90","All population","2005","2005",54343,,
"PRT","Portugal","606","6 years","1","Males","90","All population","2006","2006",57295,,
"PRT","Portugal","606","6 years","1","Males","90","All population","2007","2007",55994,,
"PRT","Portugal","606","6 years","1","Males","90","All population","2008","2008",57544,,
"PRT","Portugal","606","6 years","1","Males","90","All population","2009","2009",58566,,
"PRT","Portugal","606","6 years","1","Males","90","All population","2010","2010",57597,,
"PRT","Portugal","606","6 years","1","Males","90","All population","2011","2011",55581,,
"PRT","Portugal","606","6 years","1","Males","90","All population","2012","2012",54082,,
"PRT","Portugal","606","6 years","2","Females","90","All population","2002","2002",49297,,
"PRT","Portugal","606","6 years","2","Females","90","All population","2003","2003",51502,,
"PRT","Portugal","606","6 years","2","Females","90","All population","2004","2004",51340,,
"PRT","Portugal","606","6 years","2","Females","90","All population","2005","2005",51617,,
"PRT","Portugal","606","6 years","2","Females","90","All population","2006","2006",54969,,
"PRT","Portugal","606","6 years","2","Females","90","All population","2007","2007",53352,,
"PRT","Portugal","606","6 years","2","Females","90","All population","2008","2008",53929,,
"PRT","Portugal","606","6 years","2","Females","90","All population","2009","2009",54668,,
"PRT","Portugal","606","6 years","2","Females","90","All population","2010","2010",54100,,
"PRT","Portugal","606","6 years","2","Females","90","All population","2011","2011",52942,,
"PRT","Portugal","606","6 years","2","Females","90","All population","2012","2012",51001,,
"PRT","Portugal","707","7 years","1","Males","90","All population","2002","2002",53113,,
"PRT","Portugal","707","7 years","1","Males","90","All population","2003","2003",54462,,
"PRT","Portugal","707","7 years","1","Males","90","All population","2004","2004",54285,,
"PRT","Portugal","707","7 years","1","Males","90","All population","2005","2005",53652,,
"PRT","Portugal","707","7 years","1","Males","90","All population","2006","2006",54573,,
"PRT","Portugal","707","7 years","1","Males","90","All population","2007","2007",57384,,
"PRT","Portugal","707","7 years","1","Males","90","All population","2008","2008",55981,,
"PRT","Portugal","707","7 years","1","Males","90","All population","2009","2009",57504,,
"PRT","Portugal","707","7 years","1","Males","90","All population","2010","2010",58585,,
"PRT","Portugal","707","7 years","1","Males","90","All population","2011","2011",57514,,
"PRT","Portugal","707","7 years","1","Males","90","All population","2012","2012",53051,,
"PRT","Portugal","707","7 years","2","Females","90","All population","2002","2002",50896,,
"PRT","Portugal","707","7 years","2","Females","90","All population","2003","2003",51533,,
"PRT","Portugal","707","7 years","2","Females","90","All population","2004","2004",51911,,
"PRT","Portugal","707","7 years","2","Females","90","All population","2005","2005",51638,,
"PRT","Portugal","707","7 years","2","Females","90","All population","2006","2006",51854,,
"PRT","Portugal","707","7 years","2","Females","90","All population","2007","2007",55108,,
"PRT","Portugal","707","7 years","2","Females","90","All population","2008","2008",53414,,
"PRT","Portugal","707","7 years","2","Females","90","All population","2009","2009",53961,,
"PRT","Portugal","707","7 years","2","Females","90","All population","2010","2010",54723,,
"PRT","Portugal","707","7 years","2","Females","90","All population","2011","2011",54072,,
"PRT","Portugal","707","7 years","2","Females","90","All population","2012","2012",50603,,
"PRT","Portugal","808","8 years","1","Males","90","All population","2002","2002",54817,,
"PRT","Portugal","808","8 years","1","Males","90","All population","2003","2003",53570,,
"PRT","Portugal","808","8 years","1","Males","90","All population","2004","2004",54876,,
"PRT","Portugal","808","8 years","1","Males","90","All population","2005","2005",54576,,
"PRT","Portugal","808","8 years","1","Males","90","All population","2006","2006",53886,,
"PRT","Portugal","808","8 years","1","Males","90","All population","2007","2007",54665,,
"PRT","Portugal","808","8 years","1","Males","90","All population","2008","2008",57387,,
"PRT","Portugal","808","8 years","1","Males","90","All population","2009","2009",55932,,
"PRT","Portugal","808","8 years","1","Males","90","All population","2010","2010",57524,,
"PRT","Portugal","808","8 years","1","Males","90","All population","2011","2011",58504,,
"PRT","Portugal","808","8 years","1","Males","90","All population","2012","2012",54569,,
"PRT","Portugal","808","8 years","2","Females","90","All population","2002","2002",53325,,
"PRT","Portugal","808","8 years","2","Females","90","All population","2003","2003",50699,,
"PRT","Portugal","808","8 years","2","Females","90","All population","2004","2004",51959,,
"PRT","Portugal","808","8 years","2","Females","90","All population","2005","2005",52218,,
"PRT","Portugal","808","8 years","2","Females","90","All population","2006","2006",51889,,
"PRT","Portugal","808","8 years","2","Females","90","All population","2007","2007",52001,,
"PRT","Portugal","808","8 years","2","Females","90","All population","2008","2008",55203,,
"PRT","Portugal","808","8 years","2","Females","90","All population","2009","2009",53452,,
"PRT","Portugal","808","8 years","2","Females","90","All population","2010","2010",54029,,
"PRT","Portugal","808","8 years","2","Females","90","All population","2011","2011",54709,,
"PRT","Portugal","808","8 years","2","Females","90","All population","2012","2012",51803,,
"PRT","Portugal","900000","All ages","1","Males","90","All population","2002","2002",4991590,,
"PRT","Portugal","900000","All ages","1","Males","90","All population","2003","2003",5030247,,
"PRT","Portugal","900000","All ages","1","Males","90","All population","2004","2004",5066308,,
"PRT","Portugal","900000","All ages","1","Males","90","All population","2005","2005",5094339,,
"PRT","Portugal","900000","All ages","1","Males","90","All population","2006","2006",5115742,,
"PRT","Portugal","900000","All ages","1","Males","90","All population","2007","2007",5129937,,
"PRT","Portugal","900000","All ages","1","Males","90","All population","2008","2008",5138807,,
"PRT","Portugal","900000","All ages","1","Males","90","All population","2009","2009",5142566,,
"PRT","Portugal","900000","All ages","1","Males","90","All population","2010","2010",5148203,,
"PRT","Portugal","900000","All ages","1","Males","90","All population","2011","2011",5146643,,
"PRT","Portugal","900000","All ages","1","Males","90","All population","2012","2012",5030437,,
"PRT","Portugal","900000","All ages","2","Females","90","All population","2002","2002",5343969,,
"PRT","Portugal","900000","All ages","2","Females","90","All population","2003","2003",5377218,,
"PRT","Portugal","900000","All ages","2","Females","90","All population","2004","2004",5408377,,
"PRT","Portugal","900000","All ages","2","Females","90","All population","2005","2005",5434916,,
"PRT","Portugal","900000","All ages","2","Females","90","All population","2006","2006",5453850,,
"PRT","Portugal","900000","All ages","2","Females","90","All population","2007","2007",5469158,,
"PRT","Portugal","900000","All ages","2","Females","90","All population","2008","2008",5478768,,
"PRT","Portugal","900000","All ages","2","Females","90","All population","2009","2009",5484684,,
"PRT","Portugal","900000","All ages","2","Females","90","All population","2010","2010",5489510,,
"PRT","Portugal","900000","All ages","2","Females","90","All population","2011","2011",5490336,,
"PRT","Portugal","900000","All ages","2","Females","90","All population","2012","2012",5511961,,
"PRT","Portugal","909","9 years","1","Males","90","All population","2002","2002",55695,,
"PRT","Portugal","909","9 years","1","Males","90","All population","2003","2003",54965,,
"PRT","Portugal","909","9 years","1","Males","90","All population","2004","2004",53981,,
"PRT","Portugal","909","9 years","1","Males","90","All population","2005","2005",55171,,
"PRT","Portugal","909","9 years","1","Males","90","All population","2006","2006",54812,,
"PRT","Portugal","909","9 years","1","Males","90","All population","2007","2007",53961,,
"PRT","Portugal","909","9 years","1","Males","90","All population","2008","2008",54648,,
"PRT","Portugal","909","9 years","1","Males","90","All population","2009","2009",57334,,
"PRT","Portugal","909","9 years","1","Males","90","All population","2010","2010",55932,,
"PRT","Portugal","909","9 years","1","Males","90","All population","2011","2011",57437,,
"PRT","Portugal","909","9 years","1","Males","90","All population","2012","2012",55204,,
"PRT","Portugal","909","9 years","2","Females","90","All population","2002","2002",54010,,
"PRT","Portugal","909","9 years","2","Females","90","All population","2003","2003",52579,,
"PRT","Portugal","909","9 years","2","Females","90","All population","2004","2004",51110,,
"PRT","Portugal","909","9 years","2","Females","90","All population","2005","2005",52261,,
"PRT","Portugal","909","9 years","2","Females","90","All population","2006","2006",52459,,
"PRT","Portugal","909","9 years","2","Females","90","All population","2007","2007",52042,,
"PRT","Portugal","909","9 years","2","Females","90","All population","2008","2008",52099,,
"PRT","Portugal","909","9 years","2","Females","90","All population","2009","2009",55254,,
"PRT","Portugal","909","9 years","2","Females","90","All population","2010","2010",53523,,
"PRT","Portugal","909","9 years","2","Females","90","All population","2011","2011",54021,,
"PRT","Portugal","909","9 years","2","Females","90","All population","2012","2012",52139,,
"PRT","Portugal","990000","Age unknown","1","Males","90","All population","2002","2002",0,"a","Not applicable"
"PRT","Portugal","990000","Age unknown","1","Males","90","All population","2003","2003",0,"a","Not applicable"
"PRT","Portugal","990000","Age unknown","1","Males","90","All population","2004","2004",0,"n","Negligable"
"PRT","Portugal","990000","Age unknown","1","Males","90","All population","2005","2005",0,"a","Not applicable"
"PRT","Portugal","990000","Age unknown","1","Males","90","All population","2006","2006",0,"a","Not applicable"
"PRT","Portugal","990000","Age unknown","1","Males","90","All population","2007","2007",0,"a","Not applicable"
"PRT","Portugal","990000","Age unknown","1","Males","90","All population","2008","2008",0,"a","Not applicable"
"PRT","Portugal","990000","Age unknown","1","Males","90","All population","2009","2009",0,"a","Not applicable"
"PRT","Portugal","990000","Age unknown","1","Males","90","All population","2010","2010",0,"a","Not applicable"
"PRT","Portugal","990000","Age unknown","1","Males","90","All population","2011","2011",0,"n","Negligable"
"PRT","Portugal","990000","Age unknown","1","Males","90","All population","2012","2012",0,"n","Negligable"
"PRT","Portugal","990000","Age unknown","2","Females","90","All population","2002","2002",0,"a","Not applicable"
"PRT","Portugal","990000","Age unknown","2","Females","90","All population","2003","2003",0,"a","Not applicable"
"PRT","Portugal","990000","Age unknown","2","Females","90","All population","2004","2004",0,"n","Negligable"
"PRT","Portugal","990000","Age unknown","2","Females","90","All population","2005","2005",0,"a","Not applicable"
"PRT","Portugal","990000","Age unknown","2","Females","90","All population","2006","2006",0,"a","Not applicable"
"PRT","Portugal","990000","Age unknown","2","Females","90","All population","2007","2007",0,"a","Not applicable"
"PRT","Portugal","990000","Age unknown","2","Females","90","All population","2008","2008",0,"a","Not applicable"
"PRT","Portugal","990000","Age unknown","2","Females","90","All population","2009","2009",0,"a","Not applicable"
"PRT","Portugal","990000","Age unknown","2","Females","90","All population","2010","2010",0,"a","Not applicable"
"PRT","Portugal","990000","Age unknown","2","Females","90","All population","2011","2011",0,"n","Negligable"
"PRT","Portugal","990000","Age unknown","2","Females","90","All population","2012","2012",0,"n","Negligable"
"SVK","Slovak Republic","1010","10 years","1","Males","90","All population","2002","2002",39146,,
"SVK","Slovak Republic","1010","10 years","1","Males","90","All population","2003","2003",37583,,
"SVK","Slovak Republic","1010","10 years","1","Males","90","All population","2004","2004",37140,,
"SVK","Slovak Republic","1010","10 years","1","Males","90","All population","2005","2005",33499,,
"SVK","Slovak Republic","1010","10 years","1","Males","90","All population","2006","2006",31221,,
"SVK","Slovak Republic","1010","10 years","1","Males","90","All population","2007","2007",30857,,
"SVK","Slovak Republic","1010","10 years","1","Males","90","All population","2008","2008",29716,,
"SVK","Slovak Republic","1010","10 years","1","Males","90","All population","2009","2009",28947,,
"SVK","Slovak Republic","1010","10 years","1","Males","90","All population","2010","2010",28385,,
"SVK","Slovak Republic","1010","10 years","1","Males","90","All population","2011","2011",27556,,
"SVK","Slovak Republic","1010","10 years","1","Males","90","All population","2012","2012",26660,,
"SVK","Slovak Republic","1010","10 years","2","Females","90","All population","2002","2002",37569,,
"SVK","Slovak Republic","1010","10 years","2","Females","90","All population","2003","2003",36195,,
"SVK","Slovak Republic","1010","10 years","2","Females","90","All population","2004","2004",35081,,
"SVK","Slovak Republic","1010","10 years","2","Females","90","All population","2005","2005",32334,,
"SVK","Slovak Republic","1010","10 years","2","Females","90","All population","2006","2006",29852,,
"SVK","Slovak Republic","1010","10 years","2","Females","90","All population","2007","2007",29115,,
"SVK","Slovak Republic","1010","10 years","2","Females","90","All population","2008","2008",28188,,
"SVK","Slovak Republic","1010","10 years","2","Females","90","All population","2009","2009",27471,,
"SVK","Slovak Republic","1010","10 years","2","Females","90","All population","2010","2010",27254,,
"SVK","Slovak Republic","1010","10 years","2","Females","90","All population","2011","2011",26406,,
"SVK","Slovak Republic","1010","10 years","2","Females","90","All population","2012","2012",24887,,
"SVK","Slovak Republic","1014","10-14 years","1","Males","90","All population","2002","2002",201931,,
"SVK","Slovak Republic","1014","10-14 years","1","Males","90","All population","2003","2003",199716,,
"SVK","Slovak Republic","1014","10-14 years","1","Males","90","All population","2004","2004",195026,,
"SVK","Slovak Republic","1014","10-14 years","1","Males","90","All population","2005","2005",188165,,
"SVK","Slovak Republic","1014","10-14 years","1","Males","90","All population","2006","2006",178921,,
"SVK","Slovak Republic","1014","10-14 years","1","Males","90","All population","2007","2007",170321,,
"SVK","Slovak Republic","1014","10-14 years","1","Males","90","All population","2008","2008",162428,,
"SVK","Slovak Republic","1014","10-14 years","1","Males","90","All population","2009","2009",154231,,
"SVK","Slovak Republic","1014","10-14 years","1","Males","90","All population","2010","2010",149147,,
"SVK","Slovak Republic","1014","10-14 years","1","Males","90","All population","2011","2011",145488,,
"SVK","Slovak Republic","1014","10-14 years","1","Males","90","All population","2012","2012",142656,,
"SVK","Slovak Republic","1014","10-14 years","2","Females","90","All population","2002","2002",193567,,
"SVK","Slovak Republic","1014","10-14 years","2","Females","90","All population","2003","2003",191114,,
"SVK","Slovak Republic","1014","10-14 years","2","Females","90","All population","2004","2004",186104,,
"SVK","Slovak Republic","1014","10-14 years","2","Females","90","All population","2005","2005",179824,,
"SVK","Slovak Republic","1014","10-14 years","2","Females","90","All population","2006","2006",171391,,
"SVK","Slovak Republic","1014","10-14 years","2","Females","90","All population","2007","2007",162642,,
"SVK","Slovak Republic","1014","10-14 years","2","Females","90","All population","2008","2008",154596,,
"SVK","Slovak Republic","1014","10-14 years","2","Females","90","All population","2009","2009",146973,,
"SVK","Slovak Republic","1014","10-14 years","2","Females","90","All population","2010","2010",141884,,
"SVK","Slovak Republic","1014","10-14 years","2","Females","90","All population","2011","2011",138429,,
"SVK","Slovak Republic","1014","10-14 years","2","Females","90","All population","2012","2012",135204,,
"SVK","Slovak Republic","1111","11 years","1","Males","90","All population","2002","2002",40080,,
"SVK","Slovak Republic","1111","11 years","1","Males","90","All population","2003","2003",39448,,
"SVK","Slovak Republic","1111","11 years","1","Males","90","All population","2004","2004",37581,,
"SVK","Slovak Republic","1111","11 years","1","Males","90","All population","2005","2005",37140,,
"SVK","Slovak Republic","1111","11 years","1","Males","90","All population","2006","2006",33505,,
"SVK","Slovak Republic","1111","11 years","1","Males","90","All population","2007","2007",31224,,
"SVK","Slovak Republic","1111","11 years","1","Males","90","All population","2008","2008",30860,,
"SVK","Slovak Republic","1111","11 years","1","Males","90","All population","2009","2009",29723,,
"SVK","Slovak Republic","1111","11 years","1","Males","90","All population","2010","2010",28956,,
"SVK","Slovak Republic","1111","11 years","1","Males","90","All population","2011","2011",28388,,
"SVK","Slovak Republic","1111","11 years","1","Males","90","All population","2012","2012",28234,,
"SVK","Slovak Republic","1111","11 years","2","Females","90","All population","2002","2002",37972,,
"SVK","Slovak Republic","1111","11 years","2","Females","90","All population","2003","2003",37871,,
"SVK","Slovak Republic","1111","11 years","2","Females","90","All population","2004","2004",36207,,
"SVK","Slovak Republic","1111","11 years","2","Females","90","All population","2005","2005",35089,,
"SVK","Slovak Republic","1111","11 years","2","Females","90","All population","2006","2006",32337,,
"SVK","Slovak Republic","1111","11 years","2","Females","90","All population","2007","2007",29851,,
"SVK","Slovak Republic","1111","11 years","2","Females","90","All population","2008","2008",29116,,
"SVK","Slovak Republic","1111","11 years","2","Females","90","All population","2009","2009",28193,,
"SVK","Slovak Republic","1111","11 years","2","Females","90","All population","2010","2010",27465,,
"SVK","Slovak Republic","1111","11 years","2","Females","90","All population","2011","2011",27250,,
"SVK","Slovak Republic","1111","11 years","2","Females","90","All population","2012","2012",26803,,
"SVK","Slovak Republic","1212","12 years","1","Males","90","All population","2002","2002",39970,,
"SVK","Slovak Republic","1212","12 years","1","Males","90","All population","2003","2003",40482,,
"SVK","Slovak Republic","1212","12 years","1","Males","90","All population","2004","2004",39451,,
"SVK","Slovak Republic","1212","12 years","1","Males","90","All population","2005","2005",37587,,
"SVK","Slovak Republic","1212","12 years","1","Males","90","All population","2006","2006",37147,,
"SVK","Slovak Republic","1212","12 years","1","Males","90","All population","2007","2007",33499,,
"SVK","Slovak Republic","1212","12 years","1","Males","90","All population","2008","2008",31217,,
"SVK","Slovak Republic","1212","12 years","1","Males","90","All population","2009","2009",30857,,
"SVK","Slovak Republic","1212","12 years","1","Males","90","All population","2010","2010",29728,,
"SVK","Slovak Republic","1212","12 years","1","Males","90","All population","2011","2011",28961,,
"SVK","Slovak Republic","1212","12 years","1","Males","90","All population","2012","2012",28492,,
"SVK","Slovak Republic","1212","12 years","2","Females","90","All population","2002","2002",38268,,
"SVK","Slovak Republic","1212","12 years","2","Females","90","All population","2003","2003",38298,,
"SVK","Slovak Republic","1212","12 years","2","Females","90","All population","2004","2004",37873,,
"SVK","Slovak Republic","1212","12 years","2","Females","90","All population","2005","2005",36211,,
"SVK","Slovak Republic","1212","12 years","2","Females","90","All population","2006","2006",35099,,
"SVK","Slovak Republic","1212","12 years","2","Females","90","All population","2007","2007",32342,,
"SVK","Slovak Republic","1212","12 years","2","Females","90","All population","2008","2008",29849,,
"SVK","Slovak Republic","1212","12 years","2","Females","90","All population","2009","2009",29117,,
"SVK","Slovak Republic","1212","12 years","2","Females","90","All population","2010","2010",28192,,
"SVK","Slovak Republic","1212","12 years","2","Females","90","All population","2011","2011",27469,,
"SVK","Slovak Republic","1212","12 years","2","Females","90","All population","2012","2012",27451,,
"SVK","Slovak Republic","1313","13 years","1","Males","90","All population","2002","2002",41357,,
"SVK","Slovak Republic","1313","13 years","1","Males","90","All population","2003","2003",40384,,
"SVK","Slovak Republic","1313","13 years","1","Males","90","All population","2004","2004",40478,,
"SVK","Slovak Republic","1313","13 years","1","Males","90","All population","2005","2005",39451,,
"SVK","Slovak Republic","1313","13 years","1","Males","90","All population","2006","2006",37588,,
"SVK","Slovak Republic","1313","13 years","1","Males","90","All population","2007","2007",37153,,
"SVK","Slovak Republic","1313","13 years","1","Males","90","All population","2008","2008",33490,,
"SVK","Slovak Republic","1313","13 years","1","Males","90","All population","2009","2009",31212,,
"SVK","Slovak Republic","1313","13 years","1","Males","90","All population","2010","2010",30861,,
"SVK","Slovak Republic","1313","13 years","1","Males","90","All population","2011","2011",29725,,
"SVK","Slovak Republic","1313","13 years","1","Males","90","All population","2012","2012",29163,,
"SVK","Slovak Republic","1313","13 years","2","Females","90","All population","2002","2002",39694,,
"SVK","Slovak Republic","1313","13 years","2","Females","90","All population","2003","2003",38632,,
"SVK","Slovak Republic","1313","13 years","2","Females","90","All population","2004","2004",38305,,
"SVK","Slovak Republic","1313","13 years","2","Females","90","All population","2005","2005",37884,,
"SVK","Slovak Republic","1313","13 years","2","Females","90","All population","2006","2006",36217,,
"SVK","Slovak Republic","1313","13 years","2","Females","90","All population","2007","2007",35103,,
"SVK","Slovak Republic","1313","13 years","2","Females","90","All population","2008","2008",32342,,
"SVK","Slovak Republic","1313","13 years","2","Females","90","All population","2009","2009",29849,,
"SVK","Slovak Republic","1313","13 years","2","Females","90","All population","2010","2010",29121,,
"SVK","Slovak Republic","1313","13 years","2","Females","90","All population","2011","2011",28186,,
"SVK","Slovak Republic","1313","13 years","2","Females","90","All population","2012","2012",27600,,
"SVK","Slovak Republic","1414","14 years","1","Males","90","All population","2002","2002",41378,,
"SVK","Slovak Republic","1414","14 years","1","Males","90","All population","2003","2003",41819,,
"SVK","Slovak Republic","1414","14 years","1","Males","90","All population","2004","2004",40376,,
"SVK","Slovak Republic","1414","14 years","1","Males","90","All population","2005","2005",40488,,
"SVK","Slovak Republic","1414","14 years","1","Males","90","All population","2006","2006",39460,,
"SVK","Slovak Republic","1414","14 years","1","Males","90","All population","2007","2007",37588,,
"SVK","Slovak Republic","1414","14 years","1","Males","90","All population","2008","2008",37145,,
"SVK","Slovak Republic","1414","14 years","1","Males","90","All population","2009","2009",33492,,
"SVK","Slovak Republic","1414","14 years","1","Males","90","All population","2010","2010",31217,,
"SVK","Slovak Republic","1414","14 years","1","Males","90","All population","2011","2011",30858,,
"SVK","Slovak Republic","1414","14 years","1","Males","90","All population","2012","2012",30107,,
"SVK","Slovak Republic","1414","14 years","2","Females","90","All population","2002","2002",40064,,
"SVK","Slovak Republic","1414","14 years","2","Females","90","All population","2003","2003",40118,,
"SVK","Slovak Republic","1414","14 years","2","Females","90","All population","2004","2004",38638,,
"SVK","Slovak Republic","1414","14 years","2","Females","90","All population","2005","2005",38306,,
"SVK","Slovak Republic","1414","14 years","2","Females","90","All population","2006","2006",37886,,
"SVK","Slovak Republic","1414","14 years","2","Females","90","All population","2007","2007",36231,,
"SVK","Slovak Republic","1414","14 years","2","Females","90","All population","2008","2008",35101,,
"SVK","Slovak Republic","1414","14 years","2","Females","90","All population","2009","2009",32343,,
"SVK","Slovak Republic","1414","14 years","2","Females","90","All population","2010","2010",29852,,
"SVK","Slovak Republic","1414","14 years","2","Females","90","All population","2011","2011",29118,,
"SVK","Slovak Republic","1414","14 years","2","Females","90","All population","2012","2012",28463,,
"SVK","Slovak Republic","1515","15 years","1","Males","90","All population","2002","2002",43460,,
"SVK","Slovak Republic","1515","15 years","1","Males","90","All population","2003","2003",41840,,
"SVK","Slovak Republic","1515","15 years","1","Males","90","All population","2004","2004",41821,,
